query_id,strategy,config_id,condition_id,context_tokens,prompt_tokens,completion_tokens,total_tokens,generation_cost_usd,query_embedding_seconds,search_seconds,assembly_seconds,generation_seconds,end_to_end_seconds,generated_at_utc,generation_model,prompt_sha256
q4eu_010,semantic,sem_50_256,rq3_semantic,902,1121,953,2074,0.00218625,0.274479166000674,8.42079971334897e-05,0.0004883329966105521,11.9209540830052,12.196005789999617,2026-07-19T18:50:29.322337+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_011,semantic,sem_50_256,rq3_semantic,1127,1362,952,2314,0.0022445,0.30378983399714343,8.26660034363158e-05,0.0004837500164285302,12.389367750001838,12.693724000018847,2026-07-19T18:50:59.947038+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_012,semantic,sem_50_256,rq3_semantic,768,994,1022,2016,0.0022925,0.2810730830024113,8.270899706985801e-05,0.0003929999948013574,14.098254665994318,14.3798034579886,2026-07-19T18:51:24.944019+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_013,semantic,sem_50_256,rq3_semantic,412,637,909,1546,0.00197725,0.2915146250015823,8.616599370725453e-05,0.00020770897390320897,11.34883820899995,11.640646708969143,2026-07-19T18:51:46.826230+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_014,semantic,sem_50_256,rq3_semantic,973,1199,700,1899,0.00169975,0.30447999999887543,8.620900189271197e-05,0.0004771249950863421,7.6758974170079455,7.9809407510038,2026-07-19T18:52:00.561727+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_015,semantic,sem_50_256,rq3_semantic,615,841,311,1152,0.00083225,0.3013761250040261,8.233400149038061e-05,0.0003332909836899489,4.472099790989887,4.773891540979093,2026-07-19T18:52:09.856706+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_016,semantic,sem_50_256,rq3_semantic,764,998,993,1991,0.0022355,0.3022312909961329,8.325000089826062e-05,0.00038033301825635135,12.282451083010528,12.585145957025816,2026-07-19T18:52:34.277499+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_017,semantic,sem_50_256,rq3_semantic,769,987,1156,2143,0.00255875,0.2978114159996039,8.325000089826062e-05,0.0003635829780250788,13.051819332991727,13.350077581970254,2026-07-19T18:53:12.278249+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_018,semantic,sem_50_256,rq3_semantic,1142,1366,1504,2870,0.0033495,0.2712683339996147,8.658299339003861e-05,0.0005471670010592788,15.766149041999597,16.03805112599366,2026-07-19T18:53:41.162779+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_019,semantic,sem_50_256,rq3_semantic,867,1100,1264,2364,0.002803,0.40646254099556245,9.662500087870285e-05,0.0004743750032503158,14.836547667015111,15.243581208014803,2026-07-19T18:54:22.219763+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_020,semantic,sem_50_256,rq3_semantic,705,953,1064,2017,0.00236625,0.291420499997912,9.141700138570741e-05,0.00033045801683329046,11.090704249974806,11.382546624990937,2026-07-19T18:55:05.125375+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_021,semantic,sem_50_256,rq3_semantic,870,1094,1395,2489,0.0030635,0.30405941599747166,8.533400250598788e-05,0.0003986659867223352,14.974403333006194,15.278946748992894,2026-07-19T18:55:36.182916+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_022,semantic,sem_50_256,rq3_semantic,441,668,825,1493,0.001817,0.28637462499318644,0.00010983300307998434,0.00021670901332981884,9.078477125003701,9.365178292013297,2026-07-19T18:56:06.649010+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_023,semantic,sem_50_256,rq3_semantic,610,854,905,1759,0.0020235,0.2610218330009957,8.98750004125759e-05,0.00025858398294076324,9.759682917007012,10.021053208991361,2026-07-19T18:56:29.337038+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_024,semantic,sem_50_256,rq3_semantic,1140,1362,1615,2977,0.0035705,0.30063533300562995,8.974999946076423e-05,0.0006327499868348241,21.572357249999186,21.87371508299111,2026-07-19T18:57:20.909199+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_025,semantic,sem_50_256,rq3_semantic,1044,1269,1245,2514,0.00280725,0.7125357920012902,8.98750004125759e-05,0.0004310410004109144,15.964117499999702,16.677174208001816,2026-07-19T18:57:53.178739+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_026,semantic,sem_50_256,rq3_semantic,997,1218,1018,2236,0.0023405,0.2757571670008474,8.895900100469589e-05,0.00043437498970888555,10.235198958020192,10.511479459011753,2026-07-19T18:58:17.437783+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_027,semantic,sem_50_256,rq3_semantic,785,1009,1684,2693,0.00362025,0.3055347920017084,8.937499660532922e-05,0.0003601660137064755,17.117071749991737,17.423056083003758,2026-07-19T18:58:48.629091+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_028,semantic,sem_50_256,rq3_semantic,1108,1337,1242,2579,0.00281825,0.2971704579977086,8.554200030630454e-05,0.0004778750007972121,23.677607458026614,23.975341333025426,2026-07-19T18:59:24.772383+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_029,semantic,sem_50_256,rq3_semantic,598,824,976,1800,0.002158,0.2504376670040074,8.604199683759362e-05,0.00026345800142735243,12.131769167026505,12.382556334028777,2026-07-19T18:59:53.444816+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_030,semantic,sem_50_256,rq3_semantic,836,1077,862,1939,0.00199325,0.2727662919933209,8.504199649905786e-05,0.0003089160018134862,11.457749374996638,11.730909624988271,2026-07-19T19:00:17.963367+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_031,semantic,sem_50_256,rq3_semantic,1158,1383,548,1931,0.00144175,0.2917508749960689,8.741700003156438e-05,0.0006025419861543924,7.90671387501061,8.199154708992864,2026-07-19T19:00:40.781222+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_032,semantic,sem_50_256,rq3_semantic,870,1082,609,1691,0.0014885,0.40325108300021384,8.829100261209533e-05,0.0003513749979902059,7.597682082996471,8.001372831997287,2026-07-19T19:01:00.049831+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_033,semantic,sem_50_256,rq3_semantic,1035,1260,1240,2500,0.002795,0.4055772500068997,9.616700117476285e-05,0.00045616700663231313,14.226785583014134,14.632915167028841,2026-07-19T19:01:38.860838+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_034,semantic,sem_50_256,rq3_semantic,695,916,1684,2600,0.003597,0.28061612500459887,9.424999734619632e-05,0.00026120900292880833,25.140337416989496,25.42130900099437,2026-07-19T19:02:13.465105+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_035,semantic,sem_50_256,rq3_semantic,881,1113,1402,2515,0.00308225,0.29063350000069477,8.395799522986636e-05,0.0004218749818392098,28.439020416990388,28.730159749968152,2026-07-19T19:03:04.655923+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_036,semantic,sem_50_256,rq3_semantic,779,1005,229,1234,0.00070925,0.3328406669970718,8.820799848763272e-05,0.00034254201455041766,3.580519666982582,3.9137910839926917,2026-07-19T19:03:17.933114+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_037,semantic,sem_50_256,rq3_semantic,792,1029,763,1792,0.00178325,0.30628983300266555,8.508299652021378e-05,0.0003528329834807664,9.940305666998029,10.247033415980695,2026-07-19T19:03:35.597699+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_038,semantic,sem_50_256,rq3_semantic,1366,1602,685,2287,0.0017705,0.26053487500030315,8.683299529366195e-05,0.0006796249945182353,8.12630150001496,8.387602833005076,2026-07-19T19:03:55.571865+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_039,semantic,sem_50_256,rq3_semantic,1175,1394,1203,2597,0.0027545,0.2933194579964038,8.579200220992789e-05,0.0006085839995648712,14.438090917014051,14.73210475101223,2026-07-19T19:04:38.359829+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_040,semantic,sem_50_256,rq3_semantic,893,1118,1014,2132,0.0023075,0.2580765840029926,8.325000089826062e-05,0.00041274999966844916,12.745609959005378,13.004182543008938,2026-07-19T19:05:19.649246+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_041,semantic,sem_50_256,rq3_semantic,1046,1282,1855,3137,0.0040305,0.2940686250003637,8.291700214613229e-05,0.0004502090159803629,19.614553083025385,19.909154834043875,2026-07-19T19:06:10.531382+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_042,semantic,sem_50_256,rq3_semantic,819,1048,1316,2364,0.002894,0.25497570900188293,8.345900278072804e-05,0.00030612500268034637,19.19048229098553,19.445847583992872,2026-07-19T19:06:43.767067+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_043,semantic,sem_50_256,rq3_semantic,347,577,700,1277,0.00154425,0.2933975839987397,8.32920050015673e-05,0.0001589170133229345,13.191890749993036,13.4855305430101,2026-07-19T19:07:05.315204+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_044,semantic,sem_50_256,rq3_semantic,792,1018,1233,2251,0.0027205,0.3125980830009212,8.775000605965033e-05,0.00035837499308399856,23.66318037500605,23.976224583006115,2026-07-19T19:07:41.451825+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_045,semantic,sem_50_256,rq3_semantic,666,892,760,1652,0.001743,0.2606736669986276,8.77089987625368e-05,0.0003234999894630164,12.995650124998065,13.256735000984918,2026-07-19T19:08:09.161814+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_046,semantic,sem_50_256,rq3_semantic,1131,1356,1246,2602,0.002831,0.2691961669988814,8.26660034363158e-05,0.0005423340189736336,13.551288499991642,13.821109667012934,2026-07-19T19:08:34.154909+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_047,semantic,sem_50_256,rq3_semantic,796,1022,582,1604,0.0014195,0.29417883299902314,8.924999565351754e-05,0.0003293750050943345,7.242080458992859,7.53667791699263,2026-07-19T19:09:07.480508+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_048,semantic,sem_50_256,rq3_semantic,808,1073,469,1542,0.00120625,0.274485874993843,8.412500028498471e-05,0.0004070830182172358,7.149673208012246,7.424650291024591,2026-07-19T19:09:19.973312+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_049,semantic,sem_50_256,rq3_semantic,950,1195,709,1904,0.00171675,0.35996595799952047,8.395800250582397e-05,0.00046804099110886455,11.61578575000749,11.976303707000625,2026-07-19T19:09:36.366879+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_050,semantic,sem_50_256,rq3_semantic,945,1176,332,1508,0.000958,0.29045591699832585,8.449999586446211e-05,0.00045575000694952905,5.800178125005914,6.091174292007054,2026-07-19T19:09:45.492070+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_051,semantic,sem_50_256,rq3_semantic,1008,1240,354,1594,0.001018,0.24904183300532168,8.316700404975563e-05,0.00043200000072829425,4.859390750003513,5.108947750013613,2026-07-19T19:10:06.643813+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_052,semantic,sem_50_256,rq3_semantic,633,861,444,1305,0.00110325,0.2582950830037589,8.408400026382878e-05,0.0003421249857638031,5.9911650830181316,6.249886375007918,2026-07-19T19:10:36.364697+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_053,semantic,sem_50_256,rq3_semantic,1041,1269,560,1829,0.00143725,0.3841507079996518,8.375000470550731e-05,0.0004118750221095979,8.137092208024114,8.521738541050581,2026-07-19T19:11:00.326368+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_054,semantic,sem_50_256,rq3_semantic,655,892,698,1590,0.001619,0.2871404999968945,8.345799869857728e-05,0.00036758300848305225,7.939726665994385,8.227318206998461,2026-07-19T19:11:19.121630+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_055,semantic,sem_50_256,rq3_semantic,1199,1436,300,1736,0.000959,0.25881541700073285,8.24999951873906e-05,0.0006369579932652414,7.749517582997214,8.0090524579864,2026-07-19T19:11:34.942559+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_056,semantic,sem_50_256,rq3_semantic,635,868,1782,2650,0.003781,0.2864618329986115,8.895799692254514e-05,0.00035283301258459687,18.628102542017587,18.915006166025705,2026-07-19T19:12:05.965969+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_057,semantic,sem_50_256,rq3_semantic,779,1017,661,1678,0.00157625,0.27506512500258395,8.425000123679638e-05,0.0003460829902905971,6.279545458994107,6.555040916988219,2026-07-19T19:12:21.839590+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_058,semantic,sem_50_256,rq3_semantic,897,1162,601,1763,0.0014925,0.25489679200109094,8.358400373253971e-05,0.00039487500907853246,5.537689834018238,5.79306508503214,2026-07-19T19:12:36.175618+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_059,semantic,sem_50_256,rq3_semantic,765,1006,484,1490,0.0012195,0.41373229199962225,8.333299774676561e-05,0.0003562090278137475,4.354060833982658,4.76823266800784,2026-07-19T19:12:46.989223+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_060,semantic,sem_50_256,rq3_semantic,697,923,808,1731,0.00184675,0.3090769159971387,8.38330015540123e-05,0.0003090420213993639,8.488420750014484,8.797890541034576,2026-07-19T19:13:07.406638+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_061,semantic,sem_50_256,rq3_semantic,1124,1360,253,1613,0.000846,0.39743825000186916,8.287499804282561e-05,0.0004743750032503158,2.5459115000267047,2.943907000029867,2026-07-19T19:13:19.189688+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_062,semantic,sem_50_256,rq3_semantic,1030,1260,461,1721,0.001237,0.30297233299643267,8.704199717612937e-05,0.0004793750122189522,4.313745792023838,4.617284542029665,2026-07-19T19:13:30.856756+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_063,semantic,sem_50_256,rq3_semantic,959,1202,644,1846,0.0015885,0.3197944580024341,8.24999951873906e-05,0.0005083750002086163,6.234074500011047,6.5544598330088775,2026-07-19T19:13:42.404269+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_064,semantic,sem_50_256,rq3_semantic,519,749,1182,1931,0.00255125,0.2624899579968769,8.283300121547654e-05,0.00024595900322310627,8.590950666985009,8.853769416986324,2026-07-19T19:13:56.702112+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_065,semantic,sem_50_256,rq3_semantic,1167,1395,1141,2536,0.00263075,0.26393204199848697,8.312499994644895e-05,0.0006031250231899321,8.413692458008882,8.678310750030505,2026-07-19T19:14:11.776121+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_066,semantic,sem_50_256,rq3_semantic,935,1163,307,1470,0.00090475,0.26280866600427544,8.274999709101394e-05,0.0004063749802298844,3.950356124987593,4.213653915969189,2026-07-19T19:14:19.106422+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_067,semantic,sem_50_256,rq3_semantic,955,1204,1312,2516,0.002925,0.2612722499980009,8.391599840251729e-05,0.0004677079850807786,11.154278791014804,11.416102664996288,2026-07-19T19:14:41.718851+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_068,semantic,sem_50_256,rq3_semantic,680,899,1181,2080,0.00258675,0.28508429099747445,8.329100091941655e-05,0.0003384580195415765,9.87189887498971,10.157404915007646,2026-07-19T19:15:00.359327+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_069,semantic,sem_50_256,rq3_semantic,769,995,675,1670,0.00159875,0.37000670799898217,8.329199772560969e-05,0.00037537497701123357,6.889946165989386,7.260411540963105,2026-07-19T19:15:18.070659+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_070,semantic,sem_50_256,rq3_semantic,723,941,1628,2569,0.00349125,0.26462162500683917,8.262500341515988e-05,0.00035120800021104515,31.192641375004314,31.45769683301478,2026-07-19T19:15:56.442490+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_071,semantic,sem_50_256,rq3_semantic,970,1200,506,1706,0.001312,0.2866585000010673,8.295900624943897e-05,0.00043808299233205616,5.633739332988625,5.920918874988274,2026-07-19T19:16:14.187404+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_072,semantic,sem_50_256,rq3_semantic,1224,1448,1091,2539,0.002544,0.25685687500663335,8.504099969286472e-05,0.0006153750000521541,9.899586042010924,10.157143333017302,2026-07-19T19:16:34.121732+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_001,hierarchical,hier_paragraph,no_enrichment,575,800,1079,1879,0.002358,0.768968666998262,0.00013833300181431696,0.0003096670043305494,10.031652166995627,10.801068834000034,2026-07-18T16:07:34.486858+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_002,hierarchical,hier_paragraph,no_enrichment,347,576,998,1574,0.00214,0.26175795900053345,0.00011908300075447187,0.00014854100299999118,8.1908335420012,8.452859125005489,2026-07-18T16:08:30.344692+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_003,hierarchical,hier_paragraph,no_enrichment,485,710,705,1415,0.0015875,0.2550779999946826,0.00011154200183227658,0.0001919170026667416,7.01787133399921,7.273252792998392,2026-07-18T16:09:35.069620+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_004,hierarchical,hier_paragraph,no_enrichment,497,728,617,1345,0.001416,0.3059455420006998,0.00011633299436653033,0.00020899999799439684,5.934183416997257,6.240454291990318,2026-07-18T16:10:08.699575+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_005,hierarchical,hier_paragraph,no_enrichment,432,660,758,1418,0.001681,0.2620444580024923,0.00011120799899799749,0.00021166600345168263,7.886697959002049,8.149065291006991,2026-07-18T16:10:53.811470+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_006,hierarchical,hier_paragraph,no_enrichment,730,959,565,1524,0.00136975,0.2964690829976462,0.00011362499935785308,0.00035283299803268164,6.856243040994741,7.153178581989778,2026-07-18T16:11:38.609279+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_007,hierarchical,hier_paragraph,no_enrichment,734,970,914,1884,0.0020705,0.28711337500135414,0.00010870800178963691,0.0004016250022687018,9.091983124999388,9.3796068330048,2026-07-18T16:12:28.784523+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_008,hierarchical,hier_paragraph,no_enrichment,329,556,675,1231,0.001489,0.2711006249955972,0.0001135420025093481,0.00018475000251783058,8.14645762500004,8.417856542000663,2026-07-18T16:13:15.033894+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_009,hierarchical,hier_paragraph,no_enrichment,635,859,895,1754,0.00200475,0.7496380419979687,0.00010937499610008672,0.00024954100081231445,6.795883707993198,7.545880665988079,2026-07-18T16:13:58.684001+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_010,hierarchical,hier_paragraph,no_enrichment,966,1186,852,2038,0.0020005,0.274479166000674,0.00010533400200074539,0.00045037499512545764,8.293163041998923,8.568197916996724,2026-07-18T16:14:32.386863+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_011,hierarchical,hier_paragraph,no_enrichment,452,694,1652,2346,0.0034775,0.30378983399714343,0.0001037499969243072,0.00021004199516028166,16.61656608300109,16.920669708990317,2026-07-18T16:15:46.230071+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_012,hierarchical,hier_paragraph,no_enrichment,550,776,798,1574,0.00179,0.2810730830024113,0.0001022080032271333,0.0002757500042207539,10.906857333997323,11.188308375007182,2026-07-18T16:16:52.239858+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_013,hierarchical,hier_paragraph,no_enrichment,669,893,855,1748,0.00193325,0.2915146250015823,0.00010558299982221797,0.00032654200185788795,9.687307332998898,9.97925408300216,2026-07-18T16:17:43.536853+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_014,hierarchical,hier_paragraph,no_enrichment,535,762,553,1315,0.0012965,0.30447999999887543,0.00010537500202190131,0.00027795799542218447,6.75252566600102,7.0573889989973395,2026-07-18T16:18:30.980762+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_015,hierarchical,hier_paragraph,no_enrichment,366,592,425,1017,0.000998,0.3013761250040261,0.0001033750013448298,0.00019012499978998676,4.926403916993877,5.228073541999038,2026-07-18T16:18:59.384038+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_016,hierarchical,hier_paragraph,no_enrichment,646,880,553,1433,0.001326,0.3022312909961329,0.00010291599755873904,0.00032429100247099996,6.53022341599717,6.832881913993333,2026-07-18T16:19:39.307652+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_017,hierarchical,hier_paragraph,no_enrichment,690,907,767,1674,0.00176075,0.2978114159996039,0.00010270900384057313,0.0003039169969270006,10.733616500001517,11.031834542001889,2026-07-18T16:20:23.828142+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_018,hierarchical,hier_paragraph,no_enrichment,965,1185,1357,2542,0.00301025,0.2712683339996147,0.00010795799607876688,0.0004335830017225817,15.354058791999705,15.625868666997121,2026-07-18T16:21:44.933167+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_019,hierarchical,hier_paragraph,no_enrichment,1073,1303,1529,2832,0.00313031,0.40646254099556245,0.00010720799764385447,0.0004980829980922863,23.322834415994294,23.729902247985592,2026-07-18T16:23:25.797642+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_020,hierarchical,hier_paragraph,no_enrichment,1094,1334,1042,2376,0.0021359,0.291420499997912,0.0001102499954868108,0.0005631250023725443,20.211561707998044,20.503655582993815,2026-07-18T16:24:44.445200+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
q4eu_021,hierarchical,hier_paragraph,no_enrichment,722,944,942,1886,0.00212,0.30405941599747166,0.00010512500011827797,0.00036174999695504084,11.168166707997443,11.472692998991988,2026-07-18T16:25:48.342940+00:00,openai/gpt-5-mini,64d46fdff6e11d8a88db56a6660a5687214b163541b8f3c0c21b74dfa1b0505f
